No,학년,학수번호,과목분야,교과번호,"이수
구분","과목
번호",교과목명,영문교과목명,"강의
계획서",비고,학점,시간,"수강
학부(과)/전공","제청
학부(과)/전공","개설
학부(과)/전공",강의요시/강의실,담당교수,"강의비율
대면:녹화:실시간","수업
유형","캡스톤
(ABF제
적용)","NCS
(ABF제
적용)","패스
과목","원어
강의","원어
유형","현재
인원","학부
인원","대학원
인원","제한
인원","과목
해설","강의
유형","강의
종류",영역,합반
1,1,BAAA00736,PHIL,0105101,지교,0001,논리학,LOGICS,,,3.0,3.0," 문과대학, 철학과",철학과,문과대학," 화13-15(문307), 목04-06(문307)", 김도식,100:0:0,,0,0,,0,,68,68,0,55,,이론,일반,,0
2,1,BAAA04078,KORE,0100101,지교,0002,언어와문화,LANGUAGE AND CULTURE,,"*지교과목으로 지정된 1학년, 외국인편입생(지교과목 지정) 학생만 수강신청 가능

*토론식 강의실(법113) 교수학습센터에서 배정확인완료",3.0,3.0, 국어국문학과,국어국문학과,문과대학," 수10-12(종강113), 목10-12(종강113)"," 오재혁, 정환민",100:0:0,토론식강의,0,0,,0,,30,30,0,48,,이론,일반,,0
3,1,BAAA04078,KORE,0100101,지교,0003,언어와문화,LANGUAGE AND CULTURE,,"*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.",3.0,3.0," 문과대학, 국어국문학과",국어국문학과,문과대학, 금11-16(문309), 이향원,100:0:0,,0,0,,0,,10,10,0,49,,이론,일반,,0
4,1,BAAA04081,HIST,0101101,지교,0004,역사학입문,INTRODUCTION TO HISTORY,,,3.0,3.0," 문과대학, 사학과, 지리, 지리학과",사학과,문과대학," 월04-06(문308), 수04-06(문308)", 권형진,100:0:0,,0,0,,0,,19,19,0,50,,이론,일반,,0
5,1,BAAA04098,CHIN,0199101,지교,0005,중국문화산책,INTRODUCTION TO CHINESE CULTURE,,,3.0,3.0," 문과대학, 중어중문학과",중어중문학과,문과대학, 금13-18(문210), 정인숙,100:0:0,,0,0,,0,,42,42,0,44,,이론,일반,,0
6,1,BAAA04098,CHIN,0199101,지교,0006,중국문화산책,INTRODUCTION TO CHINESE CULTURE,,,3.0,3.0," 문과대학, 중어중문학과",중어중문학과,문과대학, 월07-12(문212), 남종진,100:0:0,,0,0,,0,,32,32,0,45,,이론,일반,,0
7,1,BAAA16892,PSYC,1600101,지교,0007,광고와소비자행동,ADVERTISING AND CONSUMER BEHAVIOR,,"*학년별 수강신청 기간에는 미디어커뮤니케이션학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.
",3.0,3.0," 문과대학, 미디어커뮤니케이션학과",미디어커뮤니케이션학과,문과대학," 월07-09(문213), 수10-12(문213)", 김유정,71.9:28.1:0,,0,0,,0,,52,52,0,60,,이론,일반,,0
8,1,BAAA48974,KORE,0201101,지교,0008,한국문학과사회,KOREAN LITERATURE AND SOCIETY,,"*지교과목으로 지정된 1학년, 외국인편입생(지교과목 지정) 학생만 수강신청 가능

*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.",3.0,3.0, 국어국문학과,국어국문학과,문과대학," 월16-18(문303), 수04-06(문309)", 홍재범,100:0:0,,0,0,,0,,10,8,2,49,,이론,일반,,0
9,1,BAAA48974,KORE,0201101,지교,0009,한국문학과사회,KOREAN LITERATURE AND SOCIETY,,"*비전임교원 또는 강사 배정예정

*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.",3.0,3.0," 문과대학, 국어국문학과",국어국문학과,문과대학, 월13-18(문309), 김소연,100:0:0,,0,0,,0,,39,39,0,49,,이론,일반,,0
10,1,BAAA49033,HIST,0106101,지교,0010,문화예술사입문,INTRODUCTION TO CULTURAL AND ART HISTORY,,,3.0,3.0," 문과대학, 사학과",사학과,문과대학, 수01-06(상허관324), 김지혜,100:0:0,,0,0,,0,,104,104,0,150,,이론,일반,,0
11,1,BAAA49081,KORE,0202101,지교,0011,고전읽기의즐거움,READING AND APPRECIATING KOREAN CLASSIC LITERATURES ,,"*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*지교과목으로 지정된 1학년, 외국인편입생(지교과목 지정) 학생만 수강신청 가능",3.0,3.0, 국어국문학과,국어국문학과,문과대학," 수13-15(문303), 목13-15(문303)", 신동흔,100:0:0,토론식강의,0,0,,0,,27,27,0,49,,이론,일반,,0
12,1,BAAA49081,KORE,0202101,지교,0012,고전읽기의즐거움,READING AND APPRECIATING KOREAN CLASSIC LITERATURES ,,"*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.",3.0,3.0," 문과대학, 국어국문학과",국어국문학과,문과대학, 목07-12(문309), 박시언,100:0:0,,0,0,,0,,24,24,0,49,,이론,일반,,0
13,1,BAAA53253,ENGL,0299101,지교,0013,영미문학명작읽기,READING IN CLASSIC ENGLISH LITERATURE,,,3.0,3.0," 문과대학, 영어영문학과",영어영문학과,문과대학," 월07-09(문302-1), 수10-12(문302-1)", 강형민,100:0:0,,0,0,,1,영어,15,15,0,40,,이론,일반,,0
14,1,BAAA53253,ENGL,0299101,지교,0014,영미문학명작읽기,READING IN CLASSIC ENGLISH LITERATURE,,,3.0,3.0," 문과대학, 영어영문학과",영어영문학과,문과대학," 월10-12(문302-1), 수07-09(문302-1)", 강형민,100:0:0,,0,0,,0,,19,19,0,40,,이론,일반,,0
15,1,BAAA53254,ENGL,0199101,지교,0015,기초영어글쓰기,BASIC ENGLISH WRITING,,,3.0,3.0," 문과대학, 영어영문학과",영어영문학과,문과대학," 화01-03(문211), 목04-06(문211)", 라이언,100:0:0,,0,0,,1,영어,32,32,0,30,,이론,일반,,0
16,1,BAAA53254,ENGL,0199101,지교,0016,기초영어글쓰기,BASIC ENGLISH WRITING,,,3.0,3.0," 문과대학, 영어영문학과",영어영문학과,문과대학," 화04-06(문211), 목01-03(문211)", 라이언,100:0:0,,0,0,,1,영어,29,29,0,30,,이론,일반,,0
17,1,BAAA53389,PHIL,0506101,지교,0017,예술콘텐츠연구,CONTENTS IN ARTS,,,3.0,3.0," 문과대학, 문화콘텐츠학과",문화콘텐츠학과,문과대학, 수03-08(상허관217), 이화진,100:0:0,,0,0,,0,,49,49,0,50,,이론,일반,,1
18,1,BAAA53389,PHIL,0506101,지교,0018,예술콘텐츠연구,CONTENTS IN ARTS,,,3.0,3.0," 문과대학, 문화콘텐츠학과",문화콘텐츠학과,문과대학," 월13-15(문305), 수13-15(문305)", 이동배,100:0:0,,0,0,,0,,17,17,0,30,,이론,일반,,0
19,1,BAAA53547,JOUR,0202101,지교,0019,저널리즘의이해,FUNDAMENTALS OF JOURNALISM,,"*학년별 수강신청 기간에는 미디어커뮤니케이션학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.
",3.0,3.0," 문과대학, 미디어커뮤니케이션학과",미디어커뮤니케이션학과,문과대학," 화04-06(문213), 목01-03(문213)", 손석춘,100:0:0,,0,0,,0,,70,70,0,60,,이론,일반,,0
20,1,BAAA53547,JOUR,0202101,지교,0020,저널리즘의이해,FUNDAMENTALS OF JOURNALISM,,"*학년별 수강신청 기간에는 미디어커뮤니케이션학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.
",3.0,3.0," 문과대학, 미디어커뮤니케이션학과",미디어커뮤니케이션학과,문과대학, 수11-16(문304), 김철훈,100:0:0,,0,0,,0,,26,26,0,60,,이론,일반,,0
21,1,BAAA59091,OHUM,0000102,지교,0021,발상의전환,A SHIFT IN IDEAS,,,3.0,3.0," 문과대학, 문화콘텐츠학과",문화콘텐츠학과,문과대학," 수04-06(문305), 목04-06(문305)", 이동배,100:0:0,,0,0,,0,,26,26,0,30,,이론,일반,,0
22,1,BAAA59135,FILM,0100101,지교,0022,영상콘텐츠기초,INTRODUCTION TO VISUAL CONTENTS,,문화콘텐츠학과 전공생만 수강 가능합니다. 다/부/연계/타전공생은 (영상콘텐츠기초0023/하원준) 교과목을 수강하시기 바랍니다.,3.0,3.0," 문과대학, 문화콘텐츠학과",문화콘텐츠학과,문과대학," 화10-12(문306), 수04-06(문306)", 배상준,100:0:0,,0,0,,0,,35,35,0,60,,이론,일반,,0
23,1,BAAA59135,FILM,0100101,지교,0023,영상콘텐츠기초,INTRODUCTION TO VISUAL CONTENTS,,,3.0,3.0," 문과대학, 문화콘텐츠학과",문화콘텐츠학과,문과대학, 화13-18(공B366), 하원준,100:0:0,,0,0,,0,,87,87,0,60,,이론,일반,,0
24,1,BAAA59170,GEOG,0300101,지교,0024,자연지리학및실습,PHYSICAL GEOGRAPHY & LAB,,"1학년 학생만 수강신청해주세요. 
",3.0,4.0," 지리, 지리학과",지리학과,문과대학," 월05-08(창103), 수13-16(창103)", 이승호,100:0:0,,0,0,,0,,25,25,0,30,,이론+실습,일반,,0
25,1,BAAA59170,GEOG,0300101,지교,0025,자연지리학및실습,PHYSICAL GEOGRAPHY & LAB,,,3.0,4.0," 문과대학, 지리, 지리학과",지리학과,문과대학," 화05-08(이203), 목05-08(이203)", 최영은,59.4:9.4:31.3,,0,0,,0,,6,6,0,32,,이론+실습,B-러닝(실시간+녹화+대면),,0
26,1,BAAA59186,GEOG,0211101,지교,0026,여행지리,GEOGRAPHICAL TRAVEL,,,3.0,3.0," 문과대학, 지리, 지리학과",지리학과,문과대학, 금13-18(문208), 김지수,31.3:68.8:0,,0,0,,0,,43,43,0,44,,이론,B-러닝(녹화+대면),,0
27,1,BAAA65172,CHIN,0212108,지교,0027,중국인문지리와역사,HUMAN GEOGRAPHY AND HISTORY OF CHINA,,,3.0,3.0," 문과대학, 중어중문학과",중어중문학과,문과대학," 화07-09(문210), 목07-09(문210)", 노정은,100:0:0,,0,0,,0,,15,15,0,25,,이론,일반,,0
28,1,BAAA65172,CHIN,0212108,지교,0028,중국인문지리와역사,HUMAN GEOGRAPHY AND HISTORY OF CHINA,,,3.0,3.0," 문과대학, 중어중문학과",중어중문학과,문과대학, 수07-12(문210), 정겨울,100:0:0,,0,0,,0,,27,27,0,26,,이론,일반,,0
29,1,BAAA65292,OHUM,0000134,지교,0029,A SHIFT IN IDEAS,A SHIFT IN IDEAS,,,3.0,3.0," 문과대학, 문화콘텐츠학과",문화콘텐츠학과,문과대학," 화04-06(공B364), 목04-06(공B364)", 윤혜영,100:0:0,,0,0,,1,영어,29,29,0,30,,이론,일반,,0
30,1,BBAA04972,MATH,0201103,지교,0030,선형대수학,LINEAR ALGEBRA,,"컴퓨터공학부 학생 우선수강
*전체학년 수강신청시 학과제한 해제 예정",3.0,3.0," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부",공과대학,공과대학," 화01-03(공A404), 목01-03(공A404)", 이향원,93.8:6.3:0,,0,0,,0,,78,78,0,80,,이론,일반,,0
31,1,BBAA04972,MATH,0201103,지교,0031,선형대수학,LINEAR ALGEBRA,,"컴퓨터공학부 학생 우선수강
*전체학년 수강신청시 학과제한 해제 예정",3.0,3.0," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부",공과대학,공과대학," 화04-06(공A404), 목04-06(공A404)", 이향원,93.8:6.3:0,,0,0,,0,,83,83,0,80,,이론,일반,,0
32,1,BBAA04972,MATH,0201103,지교,0032,선형대수학,LINEAR ALGEBRA,,,3.0,3.0," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부",공과대학,공과대학," 월04-06(공A602), 수04-06(공A602)", 김운,100:0:0,,0,0,,0,,32,32,0,60,,이론,일반,,0
33,1,BBAA04972,MATH,0201103,지교,0033,선형대수학,LINEAR ALGEBRA,,,3.0,3.0," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부",공과대학,공과대학," 월07-09(공A602), 수07-09(공A602)", 김운,100:0:0,,0,0,,0,,22,22,0,60,,이론,일반,,0
34,1,BBAA04972,MATH,0201103,지교,0034,선형대수학,LINEAR ALGEBRA,,"산업공학과 1학년 우선수강
(타 학과, 학년은 전체학년 수강신청 때 신청)",3.0,3.0, 산업공학과,공과대학,공과대학," 화07-09(공B554), 목07-09(공B554)", 김종화,56.3:43.8:0,,0,0,,0,,65,65,0,66,,이론,B-러닝(녹화+대면),,0
35,1,BBAA11972,MATH,0704101,지교,0035,이산수학,DISCRETE MATHEMATICS,,"컴퓨터공학부 1학년 우선 수강
*수강 정정 및 초과과목 신청기간에 학년 및 학과 제한 해제 예정",3.0,3.0," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부",컴퓨터공학부,공과대학," 월04-06(공B361), 수04-06(공B361)", 박소영,90.6:9.4:0,,0,0,,0,,45,45,0,39,,이론,일반,,0
36,1,BBAA11972,MATH,0704101,지교,0036,이산수학,DISCRETE MATHEMATICS,,"컴퓨터공학부 1학년 우선 수강
*수강 정정 및 초과과목 신청기간에 학년 및 학과 제한 해제 예정",3.0,3.0," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부",컴퓨터공학부,공과대학," 월07-09(공B361), 수07-09(공B361)", 박소영,90.6:9.4:0,,0,0,,0,,46,46,0,38,,이론,일반,,0
37,1,BBAA11972,MATH,0704101,지교,0037,이산수학,DISCRETE MATHEMATICS,,"컴퓨터공학부 1학년 우선 수강
*수강 정정 및 초과과목 신청기간에 학년 및 학과 제한 해제 예정",3.0,3.0," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부",컴퓨터공학부,공과대학," 화04-06(공B361), 목04-06(공B361)", 박소영,90.6:9.4:0,,0,0,,0,,43,43,0,39,,이론,일반,,0
38,1,BBAA11972,MATH,0704101,지교,0038,이산수학,DISCRETE MATHEMATICS,,"컴퓨터공학부 1학년 우선 수강
*수강 정정 및 초과과목 신청기간에 학년 및 학과 제한 해제 예정",3.0,3.0," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부",컴퓨터공학부,공과대학," 화07-09(공B361), 목07-09(공B361)", 박소영,90.6:9.4:0,,0,0,,0,,46,46,0,40,,이론,일반,,0
39,1,BBAA49927,STAT,0000102,지교,0039,산업통계의기초,INTRODUCTION TO STATISTICS,,"* 팀티칭 과목

* 신산업융합학과 학생만 수강 가능",3.0,3.0, 신산업융합학과,신산업융합학과,공과대학, 화19-21(종강202)," 오인하, 김석원",100:0:0,,0,0,,0,,55,55,0,55,,이론,일반,,0
40,1,BBAA49927,STAT,0000102,지교,0040,산업통계의기초,INTRODUCTION TO STATISTICS,,"* 팀티칭 과목

* 신산업융합학과 학생만 수강 가능",3.0,3.0, 신산업융합학과,신산업융합학과,공과대학, 목19-21(종강202)," 오인하, 김석원",100:0:0,,0,0,,0,,47,47,0,55,,이론,일반,,0
41,1,BBAA54948,ERGO,0000101,지교,0041,공업생물학,INDUSTRIAL BIOLOGY,,"*화학공학부, 화학공학과, 유기나노, 융합신소재 원전공학생 우선 수강신청.

타학과생은 전체학년 수강신청 기간부터 신청.",3.0,3.0," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",화학공학부,공과대학, 월01-06(공A204), 유희준,100:0:0,,0,0,,0,,16,16,0,58,,이론,일반,,0
42,1,BBAA54948,ERGO,0000101,지교,0042,공업생물학,INDUSTRIAL BIOLOGY,,"*화학공학부, 화학공학과, 유기나노, 융합신소재 원전공학생 우선 수강신청.

타학과생은 전체학년 수강신청 기간부터 신청.",3.0,3.0," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",화학공학부,공과대학, 월07-12(공A204), 유희준,100:0:0,,0,0,,0,,47,47,0,58,,이론,일반,,0
43,1,BBAA57427,OENG,0000102,지교,0043,산업과기술,INDUSTRY AND TECHNOLOGY,,* 신산업융합학과 학생만 수강 가능,3.0,3.0, 신산업융합학과,신산업융합학과,공과대학, 화19-21(종강113), 서철승,100:0:0,토론식강의,0,0,,0,,47,47,0,55,,이론,일반,,0
44,1,BBAA57427,OENG,0000102,지교,0044,산업과기술,INDUSTRY AND TECHNOLOGY,,* 신산업융합학과 학생만 수강 가능,3.0,3.0, 신산업융합학과,신산업융합학과,공과대학, 목19-21(종강113), 서철승,100:0:0,토론식강의,0,0,,0,,55,55,0,55,,이론,일반,,0
45,2,BBAA59238,STAT,0700101,지교,0045,공업확률과통계,ENGINEERING PROBABILITY AND STATISTICS,,,3.0,3.0, 산업공학과,산업공학과,공과대학," 월13-15(공B455), 수13-15(공B455)", 김경미,100:0:0,,0,0,,0,,75,75,0,88,,이론,일반,,0
46,1,BBAA59239,CHEN,0000101,지교,0046,공학화학및실험,CHEMISTRY FOR ENGINEERS,,"*사회환경공학부 원전공 우선수강
*타학과(부)생은 전체 학년 수강신청 기간에 신청 가능",3.0,4.0," 환경공학과, 인프라시스템, 사회환경플랜트, 사회환경공학부, 기술융합공학과",사회환경공학부,공과대학," 월14-17(공B559-1), 화14-17(신공807)", 배성준,96.9:3.1:0,,0,0,,1,영어,28,28,0,30,,이론+실습,일반,,0
47,1,BBAA59239,CHEN,0000101,지교,0047,공학화학및실험,CHEMISTRY FOR ENGINEERS,,"*사회환경공학부 원전공 우선수강
*타학과(부)생은 전체 학년 수강신청 기간에 신청 가능",3.0,4.0," 환경공학과, 인프라시스템, 사회환경플랜트, 사회환경공학부, 기술융합공학과",사회환경공학부,공과대학," 화04-07(공B558), 목04-07(공B558)", 홍기호,100:0:0,,0,0,,0,,18,18,0,30,,이론+실습,일반,,0
48,1,BBAA59239,CHEN,0000101,지교,0048,공학화학및실험,CHEMISTRY FOR ENGINEERS,,"*사회환경공학부 원전공 우선수강
*타학과(부)생은 전체 학년 수강신청 기간에 신청 가능",3.0,4.0," 환경공학과, 인프라시스템, 사회환경플랜트, 사회환경공학부, 기술융합공학과",사회환경공학부,공과대학," 화10-13(공B558), 목10-13(공B558)", 홍기호,100:0:0,,0,0,,0,,33,33,0,30,,이론+실습,일반,,0
49,1,BBAA59239,CHEN,0000101,지교,0049,공학화학및실험,CHEMISTRY FOR ENGINEERS,,"*사회환경공학부 원전공 우선수강
*타학과(부)생은 전체 학년 수강신청 기간에 신청 가능",3.0,4.0," 환경공학과, 인프라시스템, 사회환경플랜트, 사회환경공학부, 기술융합공학과",사회환경공학부,공과대학," 화14-17(공B558), 목14-17(공B558)", 홍기호,100:0:0,,0,0,,0,,32,32,0,30,,이론+실습,일반,,0
50,1,BBAA60416,BUSI,2007101,지교,0050,이미지메이킹,IMAGE MAKING,,K뷰티산업융합학과 학생 수강 가능,3.0,3.0, K뷰티산업융합학과,K뷰티산업융합학과,공과대학, 월19-21(산학220), 김영희,100:0:0,,0,0,,0,,44,44,0,48,,이론,일반,,0
51,2,BBAA62221,MATH,0803103,지교,0051,공학수학2,ENGINEERING MATHEMATICS 2,,"* 공학수학1 수강자만 신청 가능

* 기계공학부,기계항공공학부,항공우주정보시스템공학과 우선수강.

* 2020년도 교육과정개편으로 공학수학및연습2은 공학수학2로 교과목명이 변경되었음. 

‘기 취득한 교과목의 중복수강 신청에 관한 학칙’에 따라 중복이수과목으로 간주되어 이중으로 학점인정이 불가함.
(동일교과목의 타과 지교 수강시 최종성적 등재 후, 이수구분 정정 신청, ""일선""→""지교"" 변경 가능)

* 교내 수업지침 변경에 따라 강의방식이 변경될 수 있음. ",3.0,3.0," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공과대학,공과대학," 화16-18(공A406), 목16-18(공A406)", 강철구,100:0:0,,0,0,,0,,50,50,0,50,,이론,일반,,0
52,2,BBAA62221,MATH,0803103,지교,0052,공학수학2,ENGINEERING MATHEMATICS 2,,"* 기계공학부,기계항공공학부,항공우주정보시스템공학과 우선수강.

* 2020년도 교육과정개편으로 공학수학및연습2은 공학수학2로 교과목명이 변경되었음. 

‘기 취득한 교과목의 중복수강 신청에 관한 학칙’에 따라 중복이수과목으로 간주되어 이중으로 학점인정이 불가함.
(동일교과목의 타과 지교 수강시 최종성적 등재 후, 이수구분 정정 신청, ""일선""→""지교"" 변경 가능)

* 교내 수업지침 변경에 따라 강의방식이 변경될 수 있음. ",3.0,3.0," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공과대학,공과대학," 화13-15(공B552), 목13-15(공B552)", 이병욱,75:25:0,,0,0,,0,,49,49,0,50,,이론,일반,,0
53,2,BBAA62221,MATH,0803103,지교,0053,공학수학2,ENGINEERING MATHEMATICS 2,,"* 기계공학부,기계항공공학부,항공우주정보시스템공학과 우선수강.

* 2020년도 교육과정개편으로 공학수학및연습2은 공학수학2로 교과목명이 변경되었음. 

‘기 취득한 교과목의 중복수강 신청에 관한 학칙’에 따라 중복이수과목으로 간주되어 이중으로 학점인정이 불가함.
(동일교과목의 타과 지교 수강시 최종성적 등재 후, 이수구분 정정 신청, ""일선""→""지교"" 변경 가능)

* 교내 수업지침 변경에 따라 강의방식이 변경될 수 있음. ",3.0,3.0," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공과대학,공과대학," 화01-03(공D234), 목01-03(공D234)", 이창진,100:0:0,,0,0,,0,,15,15,0,50,,이론,일반,,0
54,2,BBAA62221,MATH,0803103,지교,0054,공학수학2,ENGINEERING MATHEMATICS 2,,"*전기공, 전자공, 전기전자공학부 원전공 우선수강.

*타 학과생은 전체학년 수강신청 기간부터 수강신청 가능.",3.0,3.0," 전기공학과, 전자공, 전기전자공학부",공과대학,공과대학," 월07-09(공B366), 수10-12(공B366)", 노재형,100:0:0,,0,0,,0,,51,51,0,50,,이론,일반,,0
55,2,BBAA62221,MATH,0803103,지교,0055,공학수학2,ENGINEERING MATHEMATICS 2,,"*전기공,전자공,전기전자공학부 우선수강.
*타학과생은 여석에 한해 전체학년 수강신청기간 신청.
*여석 없는 경우 개강 후 직접 교강사에게 신청서 제출.

*2020년도 교육과정개편으로 공학수학및연습2은 공학수학2로 교과목명이 변경되었음.  ‘기 취득한 교과목의 중복수강 신청에 관한 학칙’에 따라 중복이수과목으로 간주되어 이중으로 학점인정이 불가함.

(동일교과목의 타과 지교 수강시 최종성적 등재후 이수구분 정정 신청, """"일선""""->""""지교"""" 변경 가능)

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음. ",3.0,3.0," 전기공학과, 전자공, 전기전자공학부",공과대학,공과대학," 월01-03(새601), 수04-06(새601)", 김미현,100:0:0,,0,0,,0,,57,57,0,60,,이론,일반,,0
56,2,BBAA62221,MATH,0803103,지교,0056,공학수학2,ENGINEERING MATHEMATICS 2,,"*전기공,전자공,전기전자공학부 우선수강.
*타학과생은 여석에 한해 전체학년 수강신청기간 신청.
*여석 없는 경우 개강 후 직접 교강사에게 신청서 제출.

*2020년도 교육과정개편으로 공학수학및연습2은 공학수학2로 교과목명이 변경되었음.  ‘기 취득한 교과목의 중복수강 신청에 관한 학칙’에 따라 중복이수과목으로 간주되어 이중으로 학점인정이 불가함.

(동일교과목의 타과 지교 수강시 최종성적 등재후 이수구분 정정 신청, """"일선""""->""""지교"""" 변경 가능)

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음. ",3.0,3.0," 전기공학과, 전자공, 전기전자공학부",공과대학,공과대학," 월04-06(새602), 수01-03(새602)", 남영우,100:0:0,,0,0,,0,,44,44,0,60,,이론,일반,,0
57,2,BBAA62221,MATH,0803103,지교,0057,공학수학2,ENGINEERING MATHEMATICS 2,,"*전기공,전자공,전기전자공학부 우선수강.
*타학과생은 여석에 한해 전체학년 수강신청기간 신청.
*여석 없는 경우 개강 후 직접 교강사에게 신청서 제출.

*2020년도 교육과정개편으로 공학수학및연습2은 공학수학2로 교과목명이 변경되었음.  ‘기 취득한 교과목의 중복수강 신청에 관한 학칙’에 따라 중복이수과목으로 간주되어 이중으로 학점인정이 불가함.

(동일교과목의 타과 지교 수강시 최종성적 등재후 이수구분 정정 신청, """"일선""""->""""지교"""" 변경 가능)

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음. ",3.0,3.0," 전기공학과, 전자공, 전기전자공학부",공과대학,공과대학," 화10-12(새602), 목07-09(새602)", 이은경,93.8:6.3:0,,0,0,,0,,60,60,0,60,,이론,일반,,0
58,1,BBAA62288,MATH,0100109,지교,0058,벡터미적분학,VECTOR CALCULUS,,"*2020학년도 교육과정 개편으로 수학및연습2가
 '벡터미적분학'으로 과목명 변경.

*'기 취득한 교과목의 중복수강신청에 따른 학칙'에 따라
중복이수과목으로 간주되어 이중으로 학점인정 불가. 

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음.",3.0,3.0," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공, 유기나노시스템공, 전자공, 기계공학부, 전기전자공학부, 화학공학부, 기계항공공학부, 산업공학과",공과대학,공과대학," 화16-18(공D234), 목16-18(공D234)", 이정욱,100:0:0,,0,0,,0,,36,36,0,50,,이론,일반,,0
59,1,BBAA62288,MATH,0100109,지교,0059,벡터미적분학,VECTOR CALCULUS,,"*2020학년도 교육과정 개편으로 수학및연습2가
 '벡터미적분학'으로 과목명 변경.

*'기 취득한 교과목의 중복수강신청에 따른 학칙'에 따라
중복이수과목으로 간주되어 이중으로 학점인정 불가. 

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음.",3.0,3.0," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공, 유기나노시스템공, 전자공, 기계공학부, 전기전자공학부, 화학공학부, 기계항공공학부, 산업공학과",공과대학,공과대학," 월04-06(새601), 수01-03(새601)", 김미현,100:0:0,,0,0,,0,,35,35,0,60,,이론,일반,,0
60,1,BBAA62288,MATH,0100109,지교,0060,벡터미적분학,VECTOR CALCULUS,,"*2020학년도 교육과정 개편으로 수학및연습2가
 '벡터미적분학'으로 과목명 변경.

*'기 취득한 교과목의 중복수강신청에 따른 학칙'에 따라
중복이수과목으로 간주되어 이중으로 학점인정 불가. 

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음.",3.0,3.0," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공, 유기나노시스템공, 전자공, 기계공학부, 전기전자공학부, 화학공학부, 기계항공공학부, 산업공학과",공과대학,공과대학," 화01-03(새503), 목04-06(새503)", 조영경,87.5:12.5:0,,0,0,,0,,60,60,0,60,,이론,일반,,0
61,1,BBAA62288,MATH,0100109,지교,0061,벡터미적분학,VECTOR CALCULUS,,"*2020학년도 교육과정 개편으로 수학및연습2가
 '벡터미적분학'으로 과목명 변경.

*'기 취득한 교과목의 중복수강신청에 따른 학칙'에 따라
중복이수과목으로 간주되어 이중으로 학점인정 불가. 

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음.",3.0,3.0," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공, 유기나노시스템공, 전자공, 기계공학부, 전기전자공학부, 화학공학부, 기계항공공학부, 산업공학과",공과대학,공과대학," 화04-06(새503), 목01-03(새503)", 조영경,87.5:12.5:0,,0,0,,0,,59,59,0,60,,이론,일반,,0
